"Asset","Status","Score","SizeKB","Reason"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","USED","60","0,4","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","USED","60","0,57","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","USED","60","0,84","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","USED","60","0,84","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","USED","60","1,63","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","USED","60","0,74","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","USED","60","1,2","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","USED","60","1,38","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","USED","60","0,07","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","SAFE_DELETE","0","0,33","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\flutter\CMakeLists.txt","SAFE_DELETE","0","2,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\linux\CMakeLists.txt","SAFE_DELETE","0","3,59","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_1024.png","USED","60","100,58","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_128.png","USED","60","5,55","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_16.png","USED","60","0,51","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_256.png","USED","60","13,81","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_32.png","USED","60","1,04","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_512.png","USED","60","35,55","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\macos\Runner\Assets.xcassets\AppIcon.appiconset\app_icon_64.png","USED","60","2,17","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-192.png","USED","60","5,17","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\icons\Icon-512.png","USED","60","8,06","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\web\favicon.png","PROTECTED","100","0,9","Brand/Core Asset"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,55","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","0,58","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,34","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\example\README.md","SAFE_DELETE","0","0,06","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\windows\CMakeLists.txt","SAFE_DELETE","0","2,02","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\CHANGELOG.md","SAFE_DELETE","0","23,17","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\share_plus\README.md","SAFE_DELETE","0","10,31","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,54","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","0,58","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,34","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\example\README.md","SAFE_DELETE","0","0,37","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\CHANGELOG.md","SAFE_DELETE","0","2,11","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\shared_preferences_windows\README.md","SAFE_DELETE","0","0,53","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,55","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\runner\CMakeLists.txt","SAFE_DELETE","0","0,58","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\windows\CMakeLists.txt","SAFE_DELETE","0","3,74","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\example\README.md","SAFE_DELETE","0","0,37","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\pigeons\copyright.txt","SAFE_DELETE","0","0,13","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\windows\CMakeLists.txt","SAFE_DELETE","0","2,5","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\CHANGELOG.md","SAFE_DELETE","0","2,62","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\ephemeral\.plugin_symlinks\url_launcher_windows\README.md","SAFE_DELETE","0","0,51","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\flutter\CMakeLists.txt","SAFE_DELETE","0","3,76","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\runner\resources\app_icon.ico","USED","60","32,98","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\runner\CMakeLists.txt","SAFE_DELETE","0","1,83","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\windows\CMakeLists.txt","SAFE_DELETE","0","4,25","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\_tmp_prompt.txt","SAFE_DELETE","0","0,42","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ai-files.txt","SAFE_DELETE","0","73,14","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ai-repair-report.txt","SAFE_DELETE","0","2,68","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analysis_report.txt","SAFE_DELETE","0","411,78","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_core_auth.txt","SAFE_DELETE","0","9,38","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_lib_current.txt","SAFE_DELETE","0","71,42","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_lib_only.txt","SAFE_DELETE","0","87,19","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_output.txt","SAFE_DELETE","0","200,01","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_report.txt","SAFE_DELETE","0","0,03","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\analyze_step1_lib.txt","SAFE_DELETE","0","0,86","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\arborescence_lib.txt","SAFE_DELETE","0","60,69","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\architecte_unimentorai.txt","PROTECTED","100","0,97","Brand/Core Asset"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ASO.md","USED","60","0,25","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\asset-safe-delete-v4.txt","SAFE_DELETE","0","25,2","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\AUDIT_QUALITE_CRITIQUE.md","SAFE_DELETE","0","2,37","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\AUDIT_QUALITE_SANS_COMPROMIS.md","SAFE_DELETE","0","14,07","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_report.md","USED","60","2,5","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_report.txt","USED","60","80,38","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit_summary.txt","SAFE_DELETE","0","1,03","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\audit-prompt.txt","SAFE_DELETE","0","0,47","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\broken_imports.txt","SAFE_DELETE","0","9,81","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\cleanup-final-report.txt","SAFE_DELETE","0","0,05","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\cleanup-report.txt","SAFE_DELETE","0","8,62","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\CODE_OF_CONDUCT.md","SAFE_DELETE","0","2,03","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\CONTRIBUTING.md","SAFE_DELETE","0","0,82","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\core_analysis.txt","SAFE_DELETE","0","130,66","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\core_tree.txt","SAFE_DELETE","0","5,43","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\DEPLOYMENT_GUIDE.md","SAFE_DELETE","0","10,3","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260511_104750.txt","SAFE_DELETE","0","130,38","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260522_123556.txt","SAFE_DELETE","0","70,14","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\final_analysis_20260522_174052.txt","SAFE_DELETE","0","159,6","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\flutter_analysis_full.txt","SAFE_DELETE","0","75,75","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\flutter_audit_report.txt","SAFE_DELETE","0","5,05","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\lib_tree_dirs.txt","SAFE_DELETE","0","10,27","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\MIGRATION_MAP_V2.md","SAFE_DELETE","0","0,6","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (2).txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (3).txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte (4).txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\Nouveau Document texte.txt","USED","60","0","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama_input.txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama_output.txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\ollama-ai-audit-result.txt","SAFE_DELETE","0","2,83","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\packagejson-list.txt","SAFE_DELETE","0","0,24","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\project_tree.txt","SAFE_DELETE","0","4162,21","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\prompt_runtime.txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\RAPPORT_AUDIT_CONFORMITE_FINAL.md","SAFE_DELETE","0","13,27","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\README.md","SAFE_DELETE","0","14,06","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\refactor-report.txt","SAFE_DELETE","0","2,72","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\refactor-safe-report.txt","SAFE_DELETE","0","3,52","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\SECURITY_AUDIT_REPORT.md","SAFE_DELETE","0","4,96","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\SECURITY.md","CRITICAL","90","0,71","Used in critical system"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\structure.txt","USED","60","2212,85","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\system-health-report.txt","SAFE_DELETE","0","133,01","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\temp_prompt.txt","SAFE_DELETE","0","94,48","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\test_file.txt","SAFE_DELETE","0","0","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\todo.md","USED","60","1,17","Referenced in code"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\unused_features.txt","SAFE_DELETE","0","0,05","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v3-autonomous-report.txt","SAFE_DELETE","0","1,46","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v4_prompt.txt","SAFE_DELETE","0","94,44","No reference found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\v5_prompt.txt","SAFE_DELETE","0","94,38","No reference found"
